Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
1,0.38043478260869534,0.3580246913580325,0.9676975945017183,0.17830882352941166,0.32411067193675885,0,1
0,0.36956521739129755,0.3580246913580325,0.45498281786941597,0.5643382352941178,0.3320158102766798,0,1
2,0.38043478260869534,0.3703703703703738,0.4536082474226806,0.4908088235294118,0.3517786561264822,0,1
2,0.38043478260869534,0.3580246913580325,0.4371134020618559,0.5349264705882353,0.3636363636363636,0,1
1,0.38043478260869534,0.3580246913580325,0.7037800687285225,0.3051470588235293,0.37549407114624506,0,1
1,0.38043478260869534,0.3580246913580325,0.361512027491409,0.604779411764706,0.38339920948616596,0,1
1,0.3913043478260789,0.3703703703703738,0.5443298969072168,0.3915441176470589,0.3913043478260869,0,1
1,0.38043478260869534,0.3580246913580325,0.5924398625429554,0.3713235294117647,0.3992094861660079,0,1
2,0.38043478260869534,0.3580246913580325,0.740893470790378,0.28125,0.40711462450592883,0,1
1,0.36956521739129755,0.3456790123456841,0.41099656357388303,0.5128676470588236,0.41897233201581024,0,1
1,0.3913043478260789,0.3703703703703738,0.36426116838487976,0.5863970588235295,0.4268774703557312,0,1
1,0.3913043478260789,0.3703703703703738,0.536082474226804,0.5220588235294119,0.43478260869565216,0,1
1,0.4021739130434767,0.3827160493827222,0.1951890034364261,0.6966911764705884,0.4426877470355731,0,1
1,0.3913043478260789,0.3703703703703738,0.5195876288659793,0.5625,0.450592885375494,0,1
1,0.3913043478260789,0.3703703703703738,0.7683848797250858,0.3051470588235293,0.458498023715415,0,1
1,0.3913043478260789,0.3580246913580325,0.5388316151202752,0.3566176470588236,0.46640316205533594,0,1
1,0.4021739130434767,0.3580246913580325,0.22130584192439873,0.8768382352941178,0.4743083003952569,0,1
1,0.3913043478260789,0.3580246913580325,0.33676975945017196,0.6194852941176472,0.48221343873517786,0,1
1,0.4021739130434767,0.3580246913580325,0.5759450171821308,0.47426470588235303,0.49011857707509876,0,1
1,0.3913043478260789,0.3456790123456841,0.5374570446735398,0.39522058823529405,0.4980237154150197,0,1
1,0.38043478260869534,0.3333333333333357,0.4192439862542958,0.5202205882352942,0.5059288537549407,0,1
1,0.38043478260869534,0.3333333333333357,0.7821305841924402,0.2738970588235293,0.5138339920948616,0,1
2,0.36956521739129755,0.3333333333333357,0.3752577319587629,0.5588235294117648,0.5217391304347826,0,1
2,0.36956521739129755,0.3333333333333357,0.3601374570446736,0.6764705882352943,0.533596837944664,0,1
1,0.38043478260869534,0.3333333333333357,0.27628865979381456,0.7389705882352943,0.5454545454545454,0,1
2,0.38043478260869534,0.3456790123456841,0.7463917525773196,0.28860294117647056,0.5533596837944663,0,1
0,0.36956521739129755,0.3456790123456841,0.3463917525773197,0.604779411764706,0.5652173913043478,0,1
1,0.36956521739129755,0.3580246913580325,0.17731958762886602,0.78125,0.5849802371541502,0,1
0,0.38043478260869534,0.3580246913580325,0.38625429553264623,0.6727941176470589,0.592885375494071,0,1
1,0.38043478260869534,0.3580246913580325,0.13745704467353947,0.7904411764705883,0.6126482213438734,0,1
1,0.38043478260869534,0.3580246913580325,0.47147766323024065,0.4283088235294118,0.6205533596837944,0,1
1,0.36956521739129755,0.3456790123456841,0.5168384879725085,0.41176470588235303,0.6284584980237153,0,1
2,0.35869565217391397,0.3333333333333357,0.8384879725085912,0.28308823529411753,0.6363636363636364,0,1
0,0.35869565217391397,0.3333333333333357,0.3285223367697596,0.693014705882353,0.6482213438735177,0,1
2,0.35869565217391397,0.3333333333333357,0.30652920962199315,0.5441176470588236,0.6679841897233201,0,1
1,0.3478260869565162,0.3333333333333357,0.47422680412371143,0.38235294117647056,0.6798418972332015,0,1
0,0.3478260869565162,0.3333333333333357,0.6103092783505155,0.4283088235294118,0.6877470355731224,0,1
1,0.3369565217391255,0.3333333333333357,0.4769759450171822,0.5018382352941178,0.7075098814229248,0,1
2,0.3260869565217348,0.3209876543209944,0.29003436426116846,0.6470588235294119,0.7154150197628458,0,1
1,0.3369565217391255,0.3209876543209944,0.4192439862542958,0.49816176470588236,0.7272727272727272,0,1
1,0.3369565217391255,0.3209876543209944,0.34914089347079047,0.5496323529411765,0.7351778656126482,0,1
2,0.3369565217391255,0.308641975308646,0.4054982817869415,0.4558823529411765,0.7430830039525691,0,1
2,0.3369565217391255,0.308641975308646,0.5718213058419246,0.5183823529411765,0.7549407114624506,0,1
1,0.3369565217391255,0.308641975308646,0.9374570446735397,0.26102941176470573,0.7667984189723319,0,1
1,0.3369565217391255,0.308641975308646,0.4948453608247423,0.43014705882352944,0.7747035573122529,0,1
0,0.3369565217391255,0.308641975308646,1.0,0.12867647058823514,0.7826086956521738,0,1
2,0.3369565217391255,0.2962962962963047,0.4494845360824744,0.6102941176470589,0.8023715415019762,0,1
0,0.3369565217391255,0.308641975308646,0.42611683848797277,0.5643382352941178,0.8142292490118577,0,1
2,0.3369565217391255,0.308641975308646,0.45498281786941597,0.5,0.83399209486166,0,1
1,0.3369565217391255,0.308641975308646,0.41649484536082504,0.6286764705882354,0.8458498023715414,0,1
1,0.3369565217391255,0.308641975308646,0.15670103092783516,0.8805147058823533,0.8537549407114624,1,2
1,0.3260869565217348,0.2962962962963047,0.33539518900343657,0.7261029411764707,0.8616600790513833,1,2
1,0.3260869565217348,0.2962962962963047,0.5745704467353954,0.41727941176470584,0.0,0,1
2,0.3369565217391255,0.308641975308646,0.4123711340206184,0.5698529411764706,0.007905138339920948,0,1
2,0.3478260869565162,0.3209876543209944,0.3738831615120275,0.5661764705882354,0.01976284584980237,0,1
1,0.3478260869565162,0.3333333333333357,0.7766323024054982,0.2426470588235293,0.03162055335968379,0,1
0,0.3369565217391255,0.308641975308646,0.6103092783505155,0.36397058823529416,0.03952569169960474,0,1
0,0.3369565217391255,0.3209876543209944,0.3986254295532645,0.5533088235294118,0.05928853754940711,0,1
1,0.3369565217391255,0.3209876543209944,0.36426116838487976,0.9099264705882355,0.07905138339920947,1,3
1,0.3369565217391255,0.3209876543209944,0.20618556701030943,0.8511029411764708,0.08695652173913043,0,1
2,0.3369565217391255,0.308641975308646,0.6075601374570447,0.40808823529411764,0.09486166007905138,0,1
1,0.3152173913043441,0.2962962962963047,0.4041237113402061,0.698529411764706,0.1067193675889328,0,1
2,0.30434782608695343,0.2839506172839492,1.0,0.14705882352941166,0.11462450592885375,0,1
2,0.3152173913043441,0.2839506172839492,0.5814432989690723,0.3841911764705883,0.12648221343873517,0,1
1,0.3152173913043441,0.2962962962963047,0.18969072164948453,0.8363970588235294,0.13833992094861658,0,1
1,0.3152173913043441,0.2962962962963047,0.29415807560137464,0.5643382352941178,0.14624505928853754,0,1
1,0.3152173913043441,0.2962962962963047,0.6185567010309279,0.4025735294117647,0.1541501976284585,0,1
1,0.3152173913043441,0.308641975308646,1.0,0.1580882352941175,0.16205533596837943,0,1
1,0.3152173913043441,0.308641975308646,0.36838487972508593,0.6875000000000001,0.16996047430830039,0,1
1,0.3152173913043441,0.3209876543209944,0.18694158075601375,0.6801470588235294,0.17786561264822134,0,1
1,0.3152173913043441,0.3209876543209944,0.4219931271477666,0.6819852941176472,0.18577075098814227,0,1
0,0.3152173913043441,0.3209876543209944,0.9017182130584191,0.20955882352941166,0.19367588932806323,0,1
2,0.30434782608695343,0.308641975308646,0.2391752577319588,0.6488970588235295,0.2134387351778656,0,1
1,0.30434782608695343,0.308641975308646,0.4357388316151205,0.5128676470588236,0.225296442687747,0,1
1,0.3152173913043441,0.308641975308646,0.6859106529209624,0.3272058823529411,0.23320158102766797,0,1
1,0.3152173913043441,0.308641975308646,0.38213058419243984,0.46691176470588247,0.24110671936758893,0,1
1,0.30434782608695343,0.3209876543209944,0.18281786941580758,0.7941176470588236,0.24901185770750986,0,1
1,0.3152173913043441,0.3333333333333357,0.29003436426116846,0.5569852941176472,0.2569169960474308,0,1
1,0.3260869565217348,0.3456790123456841,0.6020618556701032,0.38235294117647056,0.26482213438735175,0,1
2,0.3260869565217348,0.3333333333333357,0.5099656357388316,0.5625,0.2727272727272727,0,1
1,0.3152173913043441,0.3333333333333357,0.4247422680412374,0.6819852941176472,0.2845849802371541,0,1
1,0.3152173913043441,0.3333333333333357,0.684536082474227,0.4007352941176471,0.2924901185770751,0,1
0,0.3152173913043441,0.3333333333333357,0.3161512027491409,0.7169117647058825,0.30039525691699603,0,1
0,0.3152173913043441,0.3333333333333357,0.7010309278350517,0.4007352941176471,0.3201581027667984,0,1
2,0.3152173913043441,0.3456790123456841,1.0,0.0,0.33992094861660077,1,3
1,0.3260869565217348,0.3456790123456841,0.3917525773195878,0.5533088235294118,0.3517786561264822,0,1
0,0.3260869565217348,0.3580246913580325,0.3628865979381444,0.6746323529411765,0.35968379446640314,0,1
2,0.3369565217391255,0.3580246913580325,0.4934707903780069,0.5165441176470589,0.3794466403162055,0,1
1,0.3369565217391255,0.3703703703703738,0.5773195876288661,0.40808823529411764,0.3913043478260869,0,1
1,0.3369565217391255,0.3580246913580325,0.36426116838487976,0.630514705882353,0.3992094861660079,0,1
1,0.3369565217391255,0.3580246913580325,0.6061855670103093,0.40808823529411764,0.40711462450592883,0,1
1,0.3260869565217348,0.3456790123456841,0.5594501718213061,0.5220588235294119,0.4150197628458498,0,1
2,0.3369565217391255,0.3456790123456841,0.6432989690721649,0.42095588235294124,0.4229249011857707,0,1
1,0.3369565217391255,0.3456790123456841,0.44261168384879745,0.46139705882352944,0.43478260869565216,0,1
1,0.3369565217391255,0.3456790123456841,0.7876288659793818,0.3676470588235293,0.4426877470355731,0,1
2,0.3478260869565162,0.3580246913580325,0.24192439862542958,0.7389705882352943,0.450592885375494,0,1
1,0.3478260869565162,0.3703703703703738,0.6061855670103093,0.41360294117647056,0.4624505928853755,0,1
2,0.3369565217391255,0.3703703703703738,0.3477663230240551,0.8805147058823533,0.4703557312252964,1,3
1,0.3369565217391255,0.3580246913580325,0.5814432989690723,0.43933823529411775,0.48221343873517786,0,1
1,0.3369565217391255,0.3580246913580325,0.4247422680412374,0.573529411764706,0.49011857707509876,0,1
1,0.3369565217391255,0.3703703703703738,0.48797250859106533,0.4283088235294118,0.4980237154150197,0,1
1,0.3478260869565162,0.3703703703703738,0.5594501718213061,0.3878676470588235,0.5059288537549407,0,1
0,0.3369565217391255,0.3703703703703738,0.24192439862542958,0.7371323529411765,0.5138339920948616,0,1
1,0.3369565217391255,0.3703703703703738,0.2996563573883162,0.5900735294117647,0.533596837944664,0,1
2,0.3260869565217348,0.3580246913580325,0.5786941580756015,0.4466911764705883,0.541501976284585,0,1
1,0.3260869565217348,0.3580246913580325,0.5223367697594501,0.5055147058823529,0.5533596837944663,0,1
1,0.3260869565217348,0.3580246913580325,0.45498281786941597,0.46875,0.5612648221343873,0,1
1,0.3260869565217348,0.3456790123456841,0.6817869415807563,0.34558823529411764,0.5691699604743082,0,1
1,0.3260869565217348,0.3580246913580325,0.38350515463917545,0.4650735294117647,0.5770750988142292,0,1
2,0.3260869565217348,0.3456790123456841,0.36563573883161515,0.6139705882352943,0.5849802371541502,0,1
1,0.3260869565217348,0.3456790123456841,0.34089347079037813,0.7334558823529413,0.5968379446640316,0,1
0,0.3369565217391255,0.3456790123456841,0.9058419243986258,0.2113970588235293,0.6047430830039525,0,1
1,0.3369565217391255,0.3580246913580325,0.18694158075601375,0.5919117647058825,0.6245059288537549,0,1
1,0.3369565217391255,0.3580246913580325,0.5512027491408937,0.3970588235294117,0.6324110671936758,0,1
1,0.3260869565217348,0.3580246913580325,0.5718213058419246,0.3033088235294117,0.6403162055335968,0,1
1,0.3260869565217348,0.3456790123456841,0.26666666666666683,0.7536764705882354,0.6482213438735177,0,1
1,0.3260869565217348,0.3333333333333357,0.22130584192439873,0.6691176470588237,0.6561264822134387,0,1
1,0.3260869565217348,0.3456790123456841,0.5099656357388316,0.4283088235294118,0.6640316205533596,0,1
2,0.3260869565217348,0.3456790123456841,0.6336769759450172,0.4466911764705883,0.6719367588932806,0,1
1,0.3260869565217348,0.3456790123456841,0.5085910652920962,0.3566176470588236,0.683794466403162,0,1
1,0.3260869565217348,0.3580246913580325,0.5525773195876291,0.40441176470588225,0.691699604743083,0,1
1,0.3260869565217348,0.3333333333333357,0.329896907216495,0.5569852941176472,0.6996047430830039,0,1
1,0.3152173913043441,0.3333333333333357,0.35189003436426125,0.6397058823529412,0.7075098814229248,0,1
1,0.3152173913043441,0.3333333333333357,0.47285223367697604,0.40625,0.7154150197628458,0,1
1,0.3152173913043441,0.3333333333333357,0.42611683848797277,0.5533088235294118,0.7233201581027667,0,1
2,0.30434782608695343,0.3209876543209944,0.7037800687285225,0.3841911764705883,0.7312252964426877,0,1
1,0.30434782608695343,0.3209876543209944,0.4494845360824744,0.4761029411764707,0.7430830039525691,0,1
2,0.29347826086956275,0.2962962962963047,0.5278350515463917,0.4375,0.7509881422924901,0,1
1,0.28260869565216495,0.2962962962963047,0.30927835051546393,0.6893382352941178,0.7628458498023715,0,1
1,0.29347826086956275,0.308641975308646,0.6089347079037801,0.3272058823529411,0.7707509881422925,0,1
2,0.29347826086956275,0.2962962962963047,0.23505154639175263,0.7132352941176472,0.7786561264822134,0,1
1,0.29347826086956275,0.2962962962963047,0.8371134020618558,0.2113970588235293,0.7905138339920948,0,1
1,0.29347826086956275,0.308641975308646,0.24742268041237114,0.8455882352941178,0.7984189723320158,1,2
1,0.29347826086956275,0.308641975308646,0.3766323024054983,0.5753676470588236,0.8063241106719367,0,1
2,0.29347826086956275,0.308641975308646,0.3120274914089347,0.667279411764706,0.8142292490118577,0,1
2,0.28260869565216495,0.2962962962963047,0.6309278350515464,0.34191176470588225,0.826086956521739,0,1
1,0.28260869565216495,0.2962962962963047,0.57319587628866,0.3805147058823529,0.8379446640316205,0,1
1,0.29347826086956275,0.308641975308646,0.4137457044673538,0.6011029411764707,0.8458498023715414,0,1
1,0.29347826086956275,0.3209876543209944,0.26666666666666683,0.8088235294117647,0.8537549407114624,1,2
1,0.29347826086956275,0.3209876543209944,0.32577319587628883,0.7977941176470591,0.8616600790513833,1,2
1,0.29347826086956275,0.3209876543209944,0.6790378006872855,0.3658088235294118,0.0,0,1
2,0.29347826086956275,0.308641975308646,0.40962199312714764,0.5477941176470589,0.007905138339920948,0,1
1,0.29347826086956275,0.308641975308646,0.6213058419243986,0.42279411764705876,0.01976284584980237,0,1
1,0.29347826086956275,0.308641975308646,0.25979381443298966,0.6507352941176472,0.02766798418972332,0,1
1,0.29347826086956275,0.308641975308646,0.4756013745704468,0.46139705882352944,0.035573122529644265,0,1
1,0.29347826086956275,0.308641975308646,0.44123711340206206,0.5073529411764706,0.043478260869565216,0,1
1,0.30434782608695343,0.3209876543209944,0.2240549828178695,0.9227941176470591,0.05138339920948616,0,1
1,0.29347826086956275,0.2839506172839492,0.6144329896907217,0.30698529411764697,0.05928853754940711,0,1
1,0.30434782608695343,0.308641975308646,0.43161512027491433,0.46139705882352944,0.06719367588932806,0,1
2,0.30434782608695343,0.308641975308646,0.3463917525773197,0.9393382352941178,0.07509881422924901,1,3
2,0.3152173913043441,0.3209876543209944,0.48659793814432994,0.667279411764706,0.08695652173913043,0,1
1,0.30434782608695343,0.308641975308646,0.6680412371134024,0.35477941176470584,0.09881422924901186,0,1
2,0.30434782608695343,0.308641975308646,0.7807560137457044,0.25735294117647045,0.1067193675889328,0,1
2,0.29347826086956275,0.2962962962963047,0.5759450171821308,0.3584558823529411,0.11857707509881422,0,1
1,0.30434782608695343,0.308641975308646,0.30515463917525776,0.6378676470588236,0.13043478260869565,0,1
1,0.29347826086956275,0.2962962962963047,0.3931271477663232,0.4466911764705883,0.13833992094861658,0,1
0,0.29347826086956275,0.2962962962963047,0.3738831615120275,0.568014705882353,0.14624505928853754,0,1
1,0.28260869565216495,0.2839506172839492,1.0,0.15257352941176458,0.1660079051383399,0,1
0,0.28260869565216495,0.2839506172839492,0.8687285223367698,0.22058823529411756,0.17391304347826086,0,1
1,0.29347826086956275,0.2839506172839492,0.4893470790378007,0.44485294117647056,0.19367588932806323,0,1
0,0.29347826086956275,0.2839506172839492,0.48384879725085916,0.49264705882352944,0.20158102766798416,0,1
2,0.30434782608695343,0.2962962962963047,0.3903780068728524,0.5147058823529411,0.22134387351778656,0,1
1,0.30434782608695343,0.2962962962963047,0.4343642611683851,0.5073529411764706,0.23320158102766797,0,1
1,0.30434782608695343,0.2839506172839492,0.35463917525773203,0.6102941176470589,0.24110671936758893,0,1
1,0.30434782608695343,0.2839506172839492,0.6652920962199316,0.28860294117647056,0.24901185770750986,0,1
1,0.29347826086956275,0.2839506172839492,0.32027491408934705,0.7702205882352944,0.2569169960474308,0,1
